"X","year","age","maritl","race","education","region","jobclass","health","health_ins","logwage","wage","Resp"
9573,2005,31,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.544068044,94.07271475,31.769
84164,2004,58,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",5.025305865,152.2168068,41.547
11880,2005,30,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.653212514,104.9215065,35.596
85545,2004,27,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.176091259,65.11085372,33.962
153581,2003,40,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.556302501,95.23071257,30.295
232176,2006,55,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.158362492,173.8794933,41.003
450900,2009,35,"2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.264817823,193.4110705,39.994
377900,2008,48,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.740362689,114.4757133,39.698
232371,2006,29,"1. Never Married","3. Asian","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",5.079181246,160.6424754,30.985
12056,2005,25,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.494154594,89.49247952,28.457
84397,2004,40,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.792391689,120.5894365,37.556
233497,2006,27,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.301029996,73.77574327,34.651
228458,2006,44,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.84509804,127.1157438,37.926
230993,2006,49,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125,118.8843593,39.994
153269,2003,22,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",3.544068044,34.60741773,18.69
305585,2007,45,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.740362689,114.4757133,36.488
302536,2007,33,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.447158031,85.38394038,35.614
307024,2007,63,"2. Married","2. Black","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.763127627,318.3424301,59.107
233435,2006,49,"1. Never Married","2. Black","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.954242509,141.7751723,28.299
12288,2005,39,"1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.875061263,130.9821774,29.27
303912,2007,25,"1. Never Married","4. Other","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.301029996,73.77574327,29.552
14404,2005,29,"1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.875061263,130.9821774,30.582
233441,2006,37,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.318063335,75.04315402,36.078
377452,2008,35,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",5.043362278,154.9902603,36.777
449474,2009,46,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.653212514,104.9215065,38.81
381113,2008,58,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.292078772,73.11830692,40.829
156406,2003,39,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.812913357,123.0896998,37.879
378714,2008,41,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.06069784,157.7005277,37.96
376309,2008,29,"2. Married","2. Black","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.397940009,81.28325328,36.631
451901,2009,37,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.67521908,107.2560621,37.011
450725,2009,62,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.369215857,78.98167452,41.369
375024,2008,27,"1. Never Married","2. Black","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.301029996,73.77574327,29.507
159821,2003,37,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.544068044,94.07271475,35.711
229865,2006,56,"5. Separated","3. Asian","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.602059991,99.6894637,31.255
83880,2004,36,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.176091259,176.9896505,38.424
9965,2005,23,"1. Never Married","4. Other","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.301029996,73.77574327,28.793
157250,2003,46,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.602059991,99.6894637,41.005
453371,2009,26,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.544068044,94.07271475,29.267
228243,2006,43,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.556302501,95.23071257,39.974
307645,2007,36,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.84509804,127.1157438,35.807
156420,2003,54,"5. Separated","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.602059991,99.6894637,28.884
160039,2003,62,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.561101384,95.68881191,41.284
233379,2006,40,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.698970004,109.8339856,38.615
231082,2006,53,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.77815125,118.8843593,40.809
301920,2007,48,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.176091259,176.9896505,40.538
80687,2004,23,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.113943352,61.18752643,33.358
450566,2009,34,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.397940009,81.28325328,38.011
86450,2004,43,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",5.546741258,256.4006496,47.248
234600,2006,55,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.397940009,81.28325328,41.447
307663,2007,59,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.397940009,81.28325328,29.099
303900,2007,60,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.021189299,55.76739051,39.012
453852,2009,49,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.322219295,75.35567932,30.326
230477,2006,45,"2. Married","3. Asian","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.875061263,130.9821774,39.183
227901,2006,31,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",3.77815125,43.73511168,23.897
86826,2004,34,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.740362689,114.4757133,29.397
8653,2005,26,"1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.740362689,114.4757133,30.91
305209,2007,22,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.397940009,81.28325328,28.764
81173,2004,40,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.227886705,68.5721657,37.778
451854,2009,41,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.698970004,109.8339856,39.16
228591,2006,36,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.579783597,97.49329405,28.521
302140,2007,38,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.133538908,62.39835472,37.113
153731,2003,48,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.579783597,97.49329405,38.864
228955,2006,47,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.903089987,134.7053751,37.924
9621,2005,47,"5. Separated","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.113943352,61.18752643,28.493
305165,2007,35,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.77815125,118.8843593,34.768
378023,2008,49,"2. Married","3. Asian","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.176091259,65.11085372,39.637
82989,2004,40,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.698970004,109.8339856,NA
82023,2004,32,"3. Widowed","3. Asian","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.653212514,104.9215065,28.839
374706,2008,57,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.301029996,73.77574327,42.065
379611,2008,56,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.954242509,141.7751723,40.501
452592,2009,73,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.505149978,90.48191336,44.665
305871,2007,29,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.301029996,73.77574327,26.703
157388,2003,49,"2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.903089987,134.7053751,38.356
448936,2009,30,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.698970004,109.8339856,29.971
377039,2008,29,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.51851394,91.69922611,34.664
82375,2004,36,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.556302501,95.23071257,35.864
449852,2009,39,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.053078443,156.5035109,39.491
301195,2007,48,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.653212514,104.9215065,39.509
228628,2006,45,"2. Married","2. Black","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.602059991,99.6894637,36.325
85756,2004,50,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4,54.59815003,37.555
160269,2003,42,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",3.477121255,32.36641317,26.597
301711,2007,58,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.77815125,118.8843593,42.175
304988,2007,48,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.698970004,109.8339856,39.723
156809,2003,48,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.698970004,109.8339856,39.126
14133,2005,45,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125,118.8843593,38.848
306552,2007,41,"4. Divorced","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.707570176,110.7826503,28.552
377157,2008,27,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.538573734,93.55726735,29.742
82901,2004,44,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.698970004,109.8339856,36.07
159765,2003,32,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125,118.8843593,35.313
229546,2006,46,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125,118.8843593,39.693
9730,2005,52,"2. Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",3.954242509,52.15617117,40.108
158570,2003,22,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",3.77815125,43.73511168,25.697
83618,2004,53,"3. Widowed","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.763427994,117.1468169,27.831
379620,2008,34,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.77815125,118.8843593,37.49
449489,2009,38,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5,148.4131591,35.774
447879,2009,42,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.62324929,101.8243521,36.37
10076,2005,25,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.544068044,94.07271475,29.458
84867,2004,29,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.462397998,86.69515483,29.693
14063,2005,28,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.954242509,141.7751723,35.685
12822,2005,46,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.204119983,66.96164432,38.242
302239,2007,55,"2. Married","2. Black","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125,118.8843593,40.403
84949,2004,56,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.661244609,105.7676396,39.785
11129,2005,41,"4. Divorced","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.77815125,118.8843593,28.914
450963,2009,61,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",5.176091259,176.9896505,44.861
154245,2003,47,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.176091259,65.11085372,37.711
231844,2006,52,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.447158031,85.38394038,39.698
87485,2004,27,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.278753601,72.15045568,33.542
306574,2007,33,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.491361694,89.24288466,30.132
154477,2003,58,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.176091259,65.11085372,29.171
13319,2005,27,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.982271233,145.8051634,35.773
452710,2009,52,"5. Separated","2. Black","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.477121255,87.98103279,27.905
156407,2003,45,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",3.716003344,41.09980363,31.783
153297,2003,22,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.225309282,68.3956538,28.445
